Name,P,B,C1,C2,Objective without constant,Objective,Gap,LB,Time
../instances/96_2/ad_grb_00093.log.npz,1,1,1,1,1.69247505531696,-0.099191611349711,0.017529057687586,1.6628075624375,10801.1747829914
../instances/96_2/ad_grb_00066.log.npz,1,1,1,1,1.85909794279971,-0.02631872386696,0,1.8590979427997,8953.15051364899
../instances/96_2/ad_grb_00094.log.npz,1,1,1,1,1.76185244426872,-0.029814222397949,0,1.76185244426871,4141.06519317627
../instances/96_2/ad_grb_00047.log.npz,1,1,1,1,1.9225244386421,-0.025392228024569,0,1.92252443864209,6701.05670833588
../instances/96_1/ad_grb_00060.log.npz,1,1,1,1,1.7098445166543,-0.050572150012367,0,1.7098445166543,4718.97188782692
../instances/96_2/ad_grb_00033.log.npz,1,1,1,1,1.93103525368918,-0.016881412977484,0,1.93103525368918,10032.9990699291
../instances/96_3/ad_grb_00010.log.npz,1,1,1,1,1.2005840985884,-0.080665901411603,0,1.2005840985884,5403.87488293648
../instances/96_2/ad_grb_00023.log.npz,1,1,1,1,1.88472954619614,-0.104853787137197,0,1.88472954619613,5762.30773711205
../instances/96_1/ad_grb_00046.log.npz,1,1,1,1,1.66628632443089,-0.083713675569109,0,1.66628632443089,3545.77250766754
../instances/96_2/ad_grb_00061.log.npz,1,1,1,1,1.8650290108104,-0.020387655856269,0,1.86502901081039,3832.95712995529
../instances/96_2/ad_grb_00120.log.npz,1,1,1,1,1.64033707196899,-0.026329594697673,0,1.64033707196899,7015.02615690231
../instances/96_2/ad_grb_00052.log.npz,1,1,1,1,1.90638922246244,-0.020694110870893,0,1.90638922246244,4554.04813051224
../instances/96_2/ad_grb_00036.log.npz,1,1,1,1,1.87197691485043,-0.096773085149573,0.024960668506642,1.82525111962676,10802.0624547005
../instances/96_1/ad_grb_00020.log.npz,1,1,1,1,2.08987694831121,-0.097623051688793,0,2.0898769483112,9406.335906744
../instances/96_2/ad_grb_00107.log.npz,1,1,1,1,1.69092210821693,-0.017411225116404,0,1.69092210821693,9369.18704462051
../instances/96_2/ad_grb_00057.log.npz,1,1,1,1,1.90101228069549,-0.026071052637841,0,1.90101228069549,3730.40680003166
../instances/96_1/ad_grb_00069.log.npz,1,1,1,1,1.72427851370227,-0.036138152964397,0,1.72427851370227,7379.35181117058
../instances/96_2/ad_grb_00098.log.npz,1,1,1,1,1.72565295429988,-0.024347045700116,0,1.72565295429988,3712.83953762054
../instances/96_2/ad_grb_00112.log.npz,1,1,1,1,1.68305526015967,-0.025278073173665,0,1.68305526015967,7536.40299916267
../instances/96_2/ad_grb_00007.log.npz,1,1,1,1,1.93781866770047,-0.103847998966201,0,1.93781866770046,3792.22118186951
../instances/96_2/ad_grb_00051.log.npz,1,1,1,1,1.83643184175107,-0.090651491582268,0,1.83643184175106,3979.87187790871
../instances/96_2/ad_grb_00065.log.npz,1,1,1,1,1.78792242669989,-0.097494239966778,0.004064836297442,1.78065481472282,10801.2809979916
../instances/96_2/ad_grb_00024.log.npz,1,1,1,1,1.95435463756964,-0.035228695763691,0,1.95435463756964,5569.32421922684
